NAME	Sample	GenesExpressed	HousekeepingGeneExpression	Type	Cellcycle	OPC-variable	OC-like	AC-like	OPC-like
BCH836-P05-G09	BCH836	6110	4.263711111	Malignant	-0.504061912	2.034224571	-0.158054288	-0.631173441	1.150205856
BCH836-P05-G10	BCH836	7819	5.681032148	Malignant	-0.818405627	-0.536846814	1.572939171	-1.142399316	-0.300494232
BCH836-P05-G11	BCH836	7486	5.255814301	Malignant	-0.83016841	0.644788496	-0.348372184	-0.288637321	0.130036438
BCH836-P05-H01	BCH836	4798	4.827216253	Immune cell	NA	NA	NA	NA	NA
BCH836-P05-H02	BCH836	7810	5.870750323	Malignant	-0.843133955	0.306619902	-0.129586892	-0.73386306	1.116593915
BCH836-P05-H03	BCH836	6774	5.147293706	Malignant	-0.701340903	0.964062665	-0.375264416	0.227695215	1.634245443
BCH836-P05-H04	BCH836	7273	5.649084549	Malignant	-0.84664343	0.804874544	-0.075422077	-0.471884123	0.699028931
BCH836-P05-H05	BCH836	2791	3.616408186	Immune cell	NA	NA	NA	NA	NA
BCH836-P05-H06	BCH836	7385	4.515151439	Malignant	-0.684466873	0.334458871	-0.757441933	3.490171028	-0.749826037
BCH836-P05-H07	BCH836	4789	4.984656756	Immune cell	NA	NA	NA	NA	NA
BCH836-P05-H08	BCH836	6393	5.53516688	Malignant	-0.573729702	1.631520496	-0.004346143	-0.51688057	0.741849223
BCH836-P05-H12	BCH836	3757	4.964135026	Immune cell	NA	NA	NA	NA	NA
BCH836-P07-A02	BCH836	6340	4.702513591	Malignant	-0.656933558	1.821064009	0.471718071	-0.915633492	1.676738919
BCH836-P07-A03	BCH836	4518	5.032813735	Malignant	-0.786558636	0.285603443	0.107282685	-0.925010499	0.716468069
BCH836-P07-A05	BCH836	5073	4.661368379	Malignant	-0.496368549	0.944013427	0.069338267	-0.445965029	2.11946137
BCH836-P07-A06	BCH836	6033	5.015540136	Malignant	-0.984656572	1.307624693	0.033240098	-0.121048496	1.446327477
BCH836-P07-A07	BCH836	10337	5.238203059	Malignant	-1.186408697	0.857847348	-0.321418067	-0.984602806	1.281751765
BCH836-P07-A08	BCH836	5254	5.313685675	Malignant	-0.482318979	0.223995846	-0.245505884	-0.408475429	-0.836630761
BCH836-P07-A09	BCH836	4054	5.383247784	Malignant	-0.366291792	-0.43699998	-0.116841503	-0.791382551	0.533542965
BCH836-P07-A10	BCH836	7367	5.584719694	Malignant	4.249511912	-0.897357082	-0.958422614	-0.517328444	0.028245582
BCH836-P07-A12	BCH836	6462	4.667207475	Malignant	-1.121868394	1.695017505	-0.661882675	-0.426713157	-0.338077623
BCH836-P07-B02	BCH836	5610	5.893610126	Malignant	-0.410061916	0.855053501	0.152936161	-1.128593394	1.137047103
BCH836-P07-B04	BCH836	3678	3.193595023	Oligodendrocyte	NA	NA	NA	NA	NA
BCH836-P07-B05	BCH836	6482	5.201003883	Malignant	-0.616131518	-0.5299905	0.995940193	-0.689396644	1.659249053
BCH836-P07-B06	BCH836	7812	5.006068837	Malignant	-1.257968733	1.456881489	-0.277032101	-0.164944876	0.284313108
BCH836-P07-B07	BCH836	6627	5.058217295	Malignant	-0.761783439	0.793151711	0.204481808	0.100105625	0.86549877
BCH836-P07-B08	BCH836	6129	5.428134731	Malignant	-0.287094044	-0.668774349	0.912197025	-0.376195172	0.180781903
BCH836-P07-B09	BCH836	4386	5.439226391	Malignant	-0.820072679	-0.558458274	0.482460592	-0.734380189	0.808486439
BCH836-P07-B10	BCH836	4372	3.940346816	Malignant	0.822675102	-1.938334904	-0.656350632	0.171139178	-1.021322936
BCH836-P07-B11	BCH836	6214	5.18139737	Malignant	-0.694765867	0.32152055	0.449103057	-0.719033678	-0.025671875
BCH836-P07-C01	BCH836	4833	4.962375852	Malignant	-0.724076881	-0.060418979	0.262817223	-0.959106177	0.299699255
BCH836-P07-C04	BCH836	7022	5.382716287	Malignant	-0.744141319	-0.103307386	0.740790806	-1.212993819	0.063881366
BCH836-P07-C05	BCH836	5910	3.816613684	Oligodendrocyte	NA	NA	NA	NA	NA
BCH836-P07-C06	BCH836	7188	5.078201195	Malignant	-0.888089977	0.539312264	-0.224694955	-0.772256283	0.895122485
BCH836-P07-C07	BCH836	9807	5.872705998	Malignant	-0.737558581	0.073411848	0.418219796	-1.375866748	-0.328071189
BCH836-P07-C08	BCH836	3930	4.154695135	Malignant	-0.473826774	1.494312092	-0.117548168	-0.703888109	1.394986048
BCH836-P07-C11	BCH836	7178	5.453593646	Malignant	0.390099967	-0.252422839	-0.24774444	-0.91164216	0.84341153
BCH836-P07-D02	BCH836	6290	5.504889771	Malignant	-1.023256305	0.201302124	-0.423909271	-1.046635321	1.356312409
BCH836-P07-D04	BCH836	7613	5.238194725	Malignant	1.472814735	-0.215174458	-0.875900106	-0.774530778	0.66301894
BCH836-P07-D05	BCH836	6782	5.057712698	Malignant	-0.849378991	0.750140459	0.544146666	-0.73545324	0.468467708
BCH836-P07-D08	BCH836	2983	4.941953899	Malignant	-0.667534343	0.594386129	0.352441226	-0.619449501	-0.867614458
BCH836-P07-D09	BCH836	2512	4.161157883	Malignant	-0.569409332	0.247463682	0.273275254	-0.585067005	0.093155431
BCH836-P07-D10	BCH836	3436	4.247922062	Malignant	-0.633168928	0.836731434	0.128037256	-0.132198593	0.805005788
BCH836-P07-D12	BCH836	8353	5.589562535	Malignant	-0.073823503	-0.061687299	-0.782762242	-0.223700088	1.167868959
BCH836-P07-E01	BCH836	6832	5.425031015	Malignant	4.349665019	-0.396673331	-0.536798431	0.000330138	1.102669544
BCH836-P07-E02	BCH836	6541	5.603949329	Malignant	-0.666916338	0.051086315	-1.029566471	1.131339988	-0.083192943
BCH836-P07-E03	BCH836	7382	5.702079586	Malignant	-0.461021016	-0.006049848	-0.677954236	-0.326414887	0.401072046
BCH836-P07-E04	BCH836	5253	4.137924465	Oligodendrocyte	NA	NA	NA	NA	NA
BCH836-P07-E05	BCH836	7799	5.661496907	Malignant	-0.823394332	0.297117565	0.782418728	-1.260948383	1.668010923
BCH836-P07-E07	BCH836	7813	5.226544406	Malignant	-0.936651426	0.722197799	-0.058758897	-0.007084408	0.478789477
BCH836-P07-E10	BCH836	6642	5.182037313	Malignant	-0.515739837	1.002890549	0.079202152	-0.777539071	1.261732333
BCH836-P07-E11	BCH836	7882	4.504871894	Malignant	-0.957571263	1.707264089	-0.17917711	-0.456760008	0.569047991
BCH836-P07-F03	BCH836	8305	5.334348706	Malignant	4.153972218	-1.068247466	-0.875167795	-0.464472982	0.157827031
BCH836-P07-F05	BCH836	7516	5.096114286	Malignant	-1.253919607	1.35196551	0.399958219	-1.004784058	0.864377288
BCH836-P07-F07	BCH836	7381	5.536490575	Malignant	-0.733846568	0.18153199	-0.25951732	-0.490306818	0.999663224
BCH836-P07-F08	BCH836	7520	4.68354175	Malignant	-0.521973495	1.52829099	-0.043870688	-0.791753352	1.786760957
BCH836-P07-F09	BCH836	5509	4.761944363	Malignant	-1.068672701	1.657675979	0.079124294	-0.440939506	1.821463437
BCH836-P07-F12	BCH836	8239	5.550225709	Malignant	-0.862453289	0.891144361	-0.867333959	-0.180715011	0.884228234
BCH836-P07-G02	BCH836	4420	3.68795547	Malignant	-0.287724498	1.136731236	0.184507452	0.099429612	1.597457281
BCH836-P07-G03	BCH836	7703	5.248170285	Malignant	-0.05405412	0.845393	-0.704021086	0.160627927	0.077840762
BCH836-P07-G04	BCH836	6096	4.325368484	Malignant	-0.827157491	1.345660719	-0.231964586	-0.434702034	1.010819557
BCH836-P07-G05	BCH836	6778	5.021470354	Malignant	-0.554594441	1.034955062	0.168333697	-0.503856356	1.389759919
BCH836-P07-G06	BCH836	7700	5.414907596	Malignant	-0.970680555	0.273405402	-0.332261329	-1.319632341	-0.053546794
BCH836-P07-G07	BCH836	5117	4.735171967	Malignant	-0.891272497	0.228703947	0.01479639	0.129494049	2.182799965
BCH836-P07-G10	BCH836	7733	5.702096245	Malignant	-0.880268217	-0.173347948	-0.512238811	-0.318890942	0.346605351
BCH836-P07-G12	BCH836	6424	5.121797566	Malignant	-0.803438186	1.197699089	-0.378847718	-1.048910716	0.07975998
BCH836-P07-H01	BCH836	4534	5.072038552	Malignant	-0.361707347	1.030420503	-0.91025901	0.271854409	0.911051949
BCH836-P07-H06	BCH836	6163	5.01609378	Malignant	-0.511881976	1.035435919	0.162421926	-0.746420413	1.754138885
BCH836-P07-H07	BCH836	7758	4.58881198	Malignant	-0.925531852	2.065198586	-0.339730797	-0.304369744	0.054233066
BCH836-P07-H08	BCH836	8249	5.480788797	Malignant	-1.252832227	1.023303243	-0.087565288	-0.346276187	1.177882679
BCH836-P07-H09	BCH836	7756	5.526363454	Malignant	-0.886295033	0.663317868	-0.002991468	-0.664037531	-0.04789663
BCH836-P07-H10	BCH836	6208	5.042579502	Malignant	-0.506376522	0.400126061	-1.000366871	3.65593216	-1.48384104
BCH836-P07-H11	BCH836	4833	4.596466123	Malignant	-0.759548013	1.11461204	-0.251318348	-0.15192523	0.756572708
BCH836-P08-A02	BCH836	4664	3.519945592	Oligodendrocyte	NA	NA	NA	NA	NA
BCH836-P08-A03	BCH836	6645	5.86407294	Malignant	2.90947969	-0.636804385	-1.086921406	-0.658326045	-0.645470314
BCH836-P08-A04	BCH836	6585	5.222498195	Malignant	-1.156263948	1.081233236	-0.412797165	-0.473144921	0.275397463
BCH836-P08-A05	BCH836	7643	5.584264621	Malignant	-0.961347663	-0.460852761	0.015560776	-1.418645471	0.660202196
BCH836-P08-A06	BCH836	7303	5.09310384	Malignant	-1.067714792	-0.259797464	-0.384714919	-1.062836711	2.154073529
BCH836-P08-A10	BCH836	7384	5.45399405	Malignant	-0.812648172	0.040086943	-0.78170519	-0.583368249	1.136202756
BCH836-P08-A11	BCH836	4175	4.471653502	Malignant	-0.246199244	1.389596128	0.456459084	-0.114793209	1.193319315
BCH836-P08-A12	BCH836	5288	5.429747072	Malignant	-0.502220086	0.265221165	-0.168618626	-0.469942861	0.298239021
BCH836-P08-B01	BCH836	7367	5.178656567	Malignant	-0.669967627	-0.027498125	0.290615912	-0.42709971	1.043947975
BCH836-P08-B03	BCH836	8311	5.606250946	Malignant	-0.916102475	-1.239479502	0.995400704	-1.170056114	-0.671363028
BCH836-P08-B04	BCH836	5417	5.282010194	Malignant	-0.568054709	0.57926579	-0.265647711	-1.110078892	0.390862614
BCH836-P08-B06	BCH836	6831	5.208285232	Malignant	-1.059929884	0.946232884	0.002688171	-0.962723057	-0.284984052
BCH836-P08-B07	BCH836	5482	4.946807314	Malignant	-0.88966217	0.329569856	-0.190721472	-1.515549912	0.523054778
BCH836-P08-B08	BCH836	5915	5.480333089	Malignant	-0.626994435	0.036556328	-0.779708035	-0.200688816	1.271643771
BCH836-P08-B09	BCH836	6956	5.461557147	Malignant	-1.183275093	0.816670369	-0.388948007	-0.182028998	0.651947279
BCH836-P08-B10	BCH836	6594	5.323226222	Malignant	-1.060401485	0.725002482	-0.58603594	0.080303258	0.682969139
BCH836-P08-B11	BCH836	4511	4.812747783	Malignant	-0.698145415	1.152874474	-0.633099361	-0.19157843	0.726721207
BCH836-P08-C01	BCH836	6752	4.797888014	Malignant	-0.69082636	0.489305746	0.057160306	-1.228535933	1.576430519
BCH836-P08-C02	BCH836	6404	5.038612895	Malignant	-0.791004355	0.768604141	-0.067321185	-1.413900706	1.48852902
BCH836-P08-C07	BCH836	9691	5.75229355	Malignant	-1.040510945	-0.183130641	0.782984972	-1.160071847	-0.221510722
BCH836-P08-C08	BCH836	7636	5.770017906	Malignant	0.996279924	-0.897688994	-0.343142704	-1.251210922	0.611490835
BCH836-P08-C09	BCH836	5118	4.805951095	Malignant	-0.771379102	0.430298442	0.759170381	-0.408546538	0.645575127
BCH836-P08-C12	BCH836	6105	5.744040208	Malignant	-0.745083528	0.399131361	-0.75601494	-0.56605113	0.067175599
BCH836-P08-D01	BCH836	5165	4.548393135	Malignant	-0.656929772	-0.579160933	-0.099084562	-0.102347758	2.053594214
BCH836-P08-D02	BCH836	4182	3.534669598	Malignant	-0.464521564	1.775667279	-0.629983788	0.90280365	0.170490552
BCH836-P08-D03	BCH836	5780	5.390268462	Malignant	-0.734724911	0.281306468	-0.642871757	0.255037432	-0.985671803
BCH836-P08-D04	BCH836	5238	4.712360065	Malignant	-0.773490992	1.294103862	-0.734593014	-0.417350532	-0.014516509
BCH836-P08-D05	BCH836	8675	5.210323518	Malignant	-1.033694927	0.213102964	0.169835608	-0.953304234	0.548153618
BCH836-P08-D09	BCH836	6356	3.828271846	Malignant	-1.035902121	0.746591697	-1.206044203	3.52870429	-1.546470128
BCH836-P08-D12	BCH836	4634	4.94283288	Malignant	-0.340665755	0.866994495	-0.517008584	-0.644296158	1.119237747
BCH836-P08-E01	BCH836	6119	4.72756625	Malignant	-0.821563946	0.958324744	-0.326085383	-0.974327633	0.551243036
BCH836-P08-E02	BCH836	2557	5.557154029	Malignant	0.094589098	-0.674482896	-0.463582205	-0.410563346	0.041129656
BCH836-P08-E04	BCH836	5630	5.266865903	Malignant	-0.773312933	-0.334012145	-0.005638645	-1.255269779	0.366831766
BCH836-P08-E06	BCH836	6339	5.816368234	Malignant	-0.887808263	-0.553880193	0.087915438	-0.955926569	0.499112349
BCH836-P08-E08	BCH836	4759	5.232003289	Malignant	-0.760725351	-0.566392266	-0.544908089	-0.101342668	0.918397365
BCH836-P08-E10	BCH836	4133	5.468961608	Malignant	-0.596154151	-0.384255825	0.355036105	-0.854596255	0.852412038
BCH836-P08-E12	BCH836	7639	4.874667964	Malignant	-0.564843192	-0.142980849	-1.033709511	0.809308706	-0.47790652
BCH836-P08-F01	BCH836	5529	3.349887101	Oligodendrocyte	NA	NA	NA	NA	NA
BCH836-P08-F02	BCH836	5641	4.462017046	Malignant	0.160736358	0.328936041	-1.336037514	-0.053175992	-0.329699309
BCH836-P08-F03	BCH836	5926	5.043130008	Malignant	-0.832133517	-0.06785017	-0.211783349	-0.143289838	-0.447418169
BCH836-P08-F05	BCH836	9246	4.590278574	Malignant	-0.939972014	-0.306146039	-1.352513799	1.264489172	-0.572878918
BCH836-P08-F06	BCH836	4871	3.406219837	Malignant	-0.352077908	2.029993943	0.024319798	-0.034024883	1.046518619
BCH836-P08-F07	BCH836	6335	5.201939483	Malignant	-0.841500806	0.570781369	-0.413590549	-0.742164389	0.52111284
BCH836-P08-F08	BCH836	5311	4.934267124	Malignant	-1.079867263	1.191997759	-0.634512099	-0.290951811	1.648563909
BCH836-P08-F09	BCH836	8680	5.25639975	Malignant	-1.192062452	-0.062214727	-0.116565339	-0.356975777	0.082991811
BCH836-P08-F10	BCH836	7146	5.276174331	Malignant	-0.809623476	0.454766197	-0.469750105	-0.920775157	0.136519791
BCH836-P08-F11	BCH836	4163	4.489883508	Malignant	-0.353075893	0.936189977	0.019323541	0.430537567	1.024504095
BCH836-P08-G02	BCH836	4072	5.741677223	Malignant	-0.513028299	0.799609015	-0.507344588	-0.636764335	0.507913857
BCH836-P08-G03	BCH836	4990	3.965171865	Malignant	-0.932585573	1.817707451	-0.530234539	-0.246688434	2.156770638
BCH836-P08-G04	BCH836	6898	4.927201108	Malignant	-0.688016329	0.704578361	-0.743099976	-0.388072144	1.156978916
BCH836-P08-G06	BCH836	8775	5.106297072	Malignant	4.030026065	-1.365723367	-0.679525988	-1.235605967	0.16225729
BCH836-P08-G07	BCH836	7601	5.383546215	Malignant	-0.892690236	-0.405687997	-0.977580724	3.751020987	-3.039896715
BCH836-P08-G08	BCH836	5406	4.86092958	Malignant	-0.798761892	1.0713099	-0.733338567	-1.210319625	0.166239055
BCH836-P08-G09	BCH836	5625	5.285067959	Malignant	-1.052297955	0.437790224	-0.310800617	-0.606666737	-0.042543285
BCH836-P08-G10	BCH836	4788	4.056972903	Malignant	-0.49452429	0.142981443	-1.014581039	0.949241294	-0.111594902
BCH836-P08-G11	BCH836	3053	4.286675005	Malignant	-0.380265388	-0.320476431	-1.155237042	3.075193002	-2.044161022
BCH836-P08-H04	BCH836	5272	5.781515645	Malignant	-0.591082131	-0.389351076	-0.151012756	-0.956583058	0.382921133
BCH836-P08-H05	BCH836	4949	3.512051612	Oligodendrocyte	NA	NA	NA	NA	NA
BCH836-P08-H07	BCH836	7850	5.652886197	Malignant	-0.604464525	-0.874609721	-0.268703701	-1.052647258	0.795707326
BCH836-P08-H08	BCH836	6903	5.639891107	Malignant	-0.727505801	0.372207277	0.124047755	-0.596016408	0.633333364
BCH836-P08-H09	BCH836	5086	5.362352433	Malignant	-0.535071737	-0.39559894	-0.202218488	-1.168776628	-0.872518919
BCH836-P08-H10	BCH836	6999	5.015994722	Malignant	-0.850733212	0.126001995	-0.015217499	-1.252783179	-0.075617184
BCH836-P08-H11	BCH836	4413	5.049819027	Malignant	-0.541941789	-1.478894666	-0.054509185	-0.941746717	-0.650280395
BCH836-P08-H12	BCH836	7021	5.164997209	Malignant	-0.696738185	0.518195144	-0.762725605	0.095626935	0.596809271
BCH836-P09-A02	BCH836	6513	5.296363429	Malignant	-1.023496294	0.300914935	-0.385471479	-0.09461855	1.22932425
BCH836-P09-A03	BCH836	6867	5.510960897	Malignant	-0.317677467	-0.718523763	-0.65144432	-0.478489633	0.973056836
BCH836-P09-A05	BCH836	4382	5.090008386	Malignant	-0.575314773	1.101408011	-1.044047067	-0.228326033	1.545350829
BCH836-P09-A06	BCH836	6579	5.646471468	Malignant	-0.45448457	-0.802426066	-0.531359177	-0.721695084	0.669978401
BCH836-P09-A07	BCH836	7193	5.623114965	Malignant	-0.399034628	-0.879928017	3.208518176	-1.308946348	-1.016579729
BCH836-P09-A08	BCH836	6705	5.468301738	Malignant	-0.72162244	0.798684305	-0.20766608	-0.824740442	0.616397994
BCH836-P09-A09	BCH836	7645	5.895939434	Malignant	-0.785674752	0.544469348	0.306991673	-1.12519146	0.221969966
BCH836-P09-A10	BCH836	5547	4.158481955	Oligodendrocyte	NA	NA	NA	NA	NA
BCH836-P09-A11	BCH836	6335	5.585350206	Malignant	-0.945893843	0.044560572	-0.530655292	-0.223089638	1.012856306
BCH836-P09-A12	BCH836	5412	5.166084205	Malignant	-0.786879393	0.61368932	-0.025261985	-1.46832216	0.665652958
BCH836-P09-B01	BCH836	5100	4.621604503	Malignant	-0.425479719	-1.498951077	-0.681187619	0.313107788	0.284842446
BCH836-P09-B02	BCH836	6287	5.120471205	Malignant	-0.81100835	0.861432676	-0.522086878	-0.3180133	1.913903501
BCH836-P09-B05	BCH836	6452	4.905577349	Malignant	-0.734218663	1.139137405	-0.398755079	-1.313780309	1.255732755
BCH836-P09-B06	BCH836	4302	3.383148867	Malignant	-0.737332661	2.394529343	-0.040064219	-0.608673973	1.353875797
BCH836-P09-B08	BCH836	5682	4.944974028	Malignant	-0.667664128	1.031792846	-0.314609896	-0.830053396	1.422767368
BCH836-P09-B09	BCH836	8213	5.878310915	Malignant	-1.442440526	-0.258771551	-1.290916129	1.660132764	-1.545624688
BCH836-P09-B10	BCH836	5976	5.401181872	Malignant	-0.645118924	0.708682648	-0.016465133	0.24905417	1.359607335
BCH836-P09-B11	BCH836	6659	5.120091835	Malignant	-0.978534406	0.839312983	-0.319726498	-1.000188033	0.300037603
BCH836-P09-B12	BCH836	6662	5.786641585	Malignant	-0.640642241	-0.521239962	0.047349569	-0.991957965	0.764900251
BCH836-P09-C01	BCH836	5266	5.112279021	Malignant	-0.342121823	1.208218762	-0.181019807	0.15798208	1.285204101
BCH836-P09-C03	BCH836	6089	5.270614126	Malignant	-0.498224986	0.052025151	0.61008828	-1.40989736	0.803755188
BCH836-P09-C04	BCH836	4143	4.20976094	Malignant	-0.575081907	2.30043779	0.234188401	0.166389574	-0.177154758
BCH836-P09-C05	BCH836	3092	3.222424943	Malignant	-0.63355981	1.978697827	0.282838788	-0.038574794	1.773817031
BCH836-P09-C06	BCH836	6048	6.109606157	Malignant	-0.691534875	-0.108162858	-0.205865256	-0.968640467	1.320785909
BCH836-P09-C08	BCH836	6311	5.700173637	Malignant	-0.466245705	-0.469757627	-0.76743163	2.134007697	-0.807966435
BCH836-P09-C11	BCH836	6785	5.587766859	Malignant	-0.91815811	-0.279022107	-0.295506864	-0.737086199	1.402533396
BCH836-P09-C12	BCH836	5747	5.596172258	Malignant	-0.722605675	-0.306683209	0.143910854	-0.692634445	0.345611163
BCH836-P09-D03	BCH836	6516	5.493100277	Malignant	-0.668602141	0.497118361	-0.69522809	-0.081593389	0.334506662
BCH836-P09-D04	BCH836	5117	4.43131753	Malignant	-0.827860635	0.226654753	-1.058221276	3.280107599	-1.383479301
BCH836-P09-D05	BCH836	6604	4.812729763	Malignant	-1.248967121	0.652953676	-0.515362056	-0.523812886	1.429358912
BCH836-P09-D06	BCH836	6162	4.999578085	Malignant	-1.100779686	1.433939613	-0.476776079	-0.573933576	1.099668717
BCH836-P09-D07	BCH836	4674	4.94040683	Malignant	-0.849519675	1.691702488	0.027613768	-0.029943488	0.836892248
BCH836-P09-D08	BCH836	3787	5.226519079	Malignant	-0.689105423	0.587885059	-0.513299748	-0.157645042	0.576483017
BCH836-P09-D09	BCH836	6036	5.718573581	Malignant	-0.65348072	-1.144116356	-0.678265899	0.162851801	-0.919572894
BCH836-P09-D11	BCH836	5743	5.194426465	Malignant	-1.091611495	-0.395109475	0.699121237	-0.911986217	1.066645283
BCH836-P09-E01	BCH836	5518	4.754402262	Malignant	-0.538564914	-0.547001798	-1.134678138	0.02411536	-0.029897847
BCH836-P09-E02	BCH836	6660	5.48112922	Malignant	-0.815461695	0.641193013	0.166822505	-0.916662961	0.231189362
BCH836-P09-E03	BCH836	6181	5.253530633	Malignant	-0.844065784	0.616829616	0.309577462	-0.636890654	1.298338379
BCH836-P09-E05	BCH836	6741	5.373978057	Malignant	-0.845989308	1.06121135	-0.235857666	-1.068150541	0.170401115
BCH836-P09-E06	BCH836	6971	5.523271134	Malignant	-0.667533201	0.547413621	-0.260143661	-0.25902455	0.250654377
BCH836-P09-E07	BCH836	4590	5.18700456	Malignant	-0.483630847	-0.172442059	0.061615523	-0.417619097	0.72970594
BCH836-P09-E08	BCH836	4690	5.060783888	Malignant	-0.669180042	0.392511192	-0.19289161	-0.763132255	1.040671281
BCH836-P09-E09	BCH836	7191	5.865007281	Malignant	-1.102750902	-0.143956169	-0.629619613	0.67170638	1.018013519
BCH836-P09-E10	BCH836	6607	5.903503929	Malignant	-0.995861363	0.379657169	-0.207234875	-0.780869714	0.281960028
BCH836-P09-E11	BCH836	5465	5.424442659	Malignant	-0.492438268	0.095823879	0.101838057	-0.272528803	0.865468078
BCH836-P09-F02	BCH836	6299	5.09068322	Malignant	-0.904586272	1.086553088	-0.834199149	-0.150044995	0.806328919
BCH836-P09-F03	BCH836	6775	5.310210123	Malignant	-1.267548222	0.557191713	0.026682025	-0.698323606	1.006588028
BCH836-P09-F04	BCH836	5929	4.935757968	Malignant	-0.709339865	1.320481695	-0.266431953	-0.577804876	-0.06465231
BCH836-P09-F05	BCH836	6220	5.466271489	Malignant	-1.05860042	0.016798373	1.068204599	-0.811986102	0.181985211
BCH836-P09-F06	BCH836	5954	4.934806963	Malignant	-0.746514081	0.914011108	-0.290064023	-0.861494528	0.840974754
BCH836-P09-F08	BCH836	4959	5.407460209	Malignant	-0.61827253	-0.182473497	0.177684678	-0.981872202	1.624805538
BCH836-P09-F09	BCH836	6651	5.32130567	Malignant	-0.190685762	0.953847451	-0.702552395	-1.052055985	1.440650604
BCH836-P09-F10	BCH836	6346	5.714215444	Malignant	-0.584462293	0.618310757	-0.680390225	-0.655956427	1.131294572
BCH836-P09-F11	BCH836	4712	4.362136577	Malignant	-0.539555885	1.51840465	0.224943113	0.325434902	0.820561517
BCH836-P09-G05	BCH836	6973	5.461053013	Malignant	-1.029016421	-1.485832428	3.086873523	-0.587562633	-2.096454653
BCH836-P09-G06	BCH836	5205	5.445536215	Malignant	-0.900895492	0.492994944	-0.120978106	-0.55322381	0.561840948
BCH836-P09-G07	BCH836	8889	5.375046619	Malignant	-1.118124586	0.246344337	-0.826460315	-0.913491337	-1.146468344
BCH836-P09-G08	BCH836	6889	5.505160644	Malignant	-0.837168371	-1.69397187	-0.758074386	-1.900854466	1.415856878
BCH836-P09-G09	BCH836	6620	5.765797958	Malignant	-0.761969854	0.632719933	-0.25336584	-0.994121736	0.765613817
BCH836-P09-G10	BCH836	5710	5.463199881	Malignant	-0.41542924	-0.671578469	-0.619117416	-1.015956335	1.823109883
BCH836-P09-G12	BCH836	6076	5.156333483	Malignant	-0.859334603	0.95155552	-0.683200921	-0.488661841	0.26432779
BCH836-P09-H05	BCH836	2534	6.263211993	Malignant	-0.17810655	-0.636399333	-0.647630215	-0.48132312	1.052869896
BCH836-P09-H06	BCH836	7719	5.516400879	Malignant	-1.091159122	-1.014140574	-1.507961945	2.35188681	-2.169505757
BCH836-P09-H07	BCH836	5002	5.83612459	Malignant	-0.418088082	-1.719657461	1.076711487	-1.33122104	-2.007788883
BCH836-P09-H08	BCH836	5409	6.304435328	Malignant	-0.617692883	0.340064862	0.437185534	-0.80082777	0.488096335
BCH836-P09-H09	BCH836	3057	3.69821785	Oligodendrocyte	NA	NA	NA	NA	NA
BCH836-P09-H10	BCH836	7045	5.370984301	Malignant	-1.162848422	0.340565962	-1.01758078	0.350419288	0.54416457
BCH836-P09-H11	BCH836	7162	5.335104231	Malignant	-0.647226271	0.897251363	-0.123095884	-0.50898499	0.982012708
BCH836-P09-H12	BCH836	5024	5.265951415	Malignant	-0.446387326	0.638889695	-0.040784289	-0.348251135	0.995777594
BCH869-P01-A02	BCH869	4669	4.068259844	Malignant	-0.508018255	-0.185670343	0.120596533	4.531413412	-2.639272427
BCH869-P01-A03	BCH869	5610	5.366037601	Malignant	0.773063553	-0.194324362	-0.376308068	-0.383701672	0.376724522
BCH869-P01-A04	BCH869	4291	4.776805266	Malignant	-0.627932323	-0.660662769	-0.609124072	1.331465179	-0.627190526
BCH869-P01-A05	BCH869	7037	5.597415673	Malignant	1.879331871	-0.894682508	0.351868492	-0.760143303	0.373587165
BCH869-P01-A06	BCH869	6305	5.781885781	Malignant	-0.433514129	-1.86717721	-0.569314869	2.071404804	-1.844494532
BCH869-P01-A07	BCH869	7034	4.64455913	Malignant	-0.664458445	-0.47215817	-0.814139112	4.074003888	-3.348520153
BCH869-P01-A08	BCH869	8289	5.071902941	Malignant	-1.106595637	-1.146172139	-1.114865955	3.204878667	-1.831510965
BCH869-P01-A10	BCH869	4572	5.817661376	Malignant	-0.768966081	0.171362481	0.613118039	-1.111434202	-0.21225292
BCH869-P01-A11	BCH869	6465	4.888047601	Malignant	-1.03425176	-0.896379163	-0.650452651	3.848882404	-1.281965118
BCH869-P01-B01	BCH869	4708	5.154337096	Malignant	-0.326930934	-0.952898532	-0.413401728	1.954807527	-1.9732061
BCH869-P01-B02	BCH869	4839	5.417665066	Malignant	-0.481343289	-0.780954742	-0.169209468	-0.058224702	0.951469106
BCH869-P01-B03	BCH869	6455	4.894675284	Malignant	-1.04336751	-1.184371516	-0.75267135	3.965381913	-1.498958702
BCH869-P01-B04	BCH869	5016	3.45579741	Malignant	-0.311961615	0.024574376	0.295352372	4.348680147	-1.686178938
BCH869-P01-B05	BCH869	5853	4.803312576	Malignant	-1.031207775	-1.771442006	-0.5418887	-1.575146134	-0.82880652
BCH869-P01-B06	BCH869	4403	3.435016792	Malignant	-0.480423712	-0.021296419	0.483563442	2.872248744	-1.418732841
BCH869-P01-B07	BCH869	4791	4.592867397	Malignant	-0.089461067	-0.709050731	-0.379900602	5.046354414	-0.614106804
BCH869-P01-B08	BCH869	5710	5.386008153	Malignant	-1.027974769	-1.057292677	-0.03774377	-1.212218796	0.352169264
BCH869-P01-B09	BCH869	5715	5.014704051	Immune cell	NA	NA	NA	NA	NA
